id,author,description,clean,sentiment
1619,@dimasfns3386,"Kumpulan orang munafik... ngapain boikot tapi lu liat disini. Yt buatan AS, hp yang kau pake itu awalnya dari mana Indo ? Kita ingin Palestina merdeka dan sepemikiran, yg perang disana eh disini yang ribut sendiri kagak jelas. Kecuali pemerintah gk bergerak lah itu baru kita demo, lah ini pemerintah dan banyak negara mau mendamaikan disini malah ngelakuin yang gak bermanfaat. Jangan lupa banting itu HP dan gak usah main YT sekalian kalo emang niat.",kumpulan orang munafik ngapain boikot tapi lu liat disini yt buatan as hp yang kau pake itu awalnya dari mana indo kita ingin palestina merdeka dan sepemikiran yg perang disana eh disini yang ribut sendiri kagak jelas kecuali pemerintah gk bergerak lah itu baru kita demo lah ini pemerintah dan banyak negara mau mendamaikan disini malah ngelakuin yang gak bermanfaat jangan lupa banting itu hp dan gak usah main yt sekalian kalo emang niat,negative
1620,@bramvano5655,"bebal dan susah bro, kalo adu argumen dengan mereka si paling suci untuk masalah ini. Standar ganda kemunafikan",bebal dan susah bro kalo adu argumen dengan mereka si paling suci untuk masalah ini standar ganda kemunafikan,negative
1621,@ketuamirman9298,Betul betul... Aku setuju😊😊,betul betul aku setuju,positive
1622,@cadbali6206,Kalo aku yang penting gak mempersulit diri sendiri Anti boikot produk,kalo aku yang penting gak mempersulit diri sendiri anti boikot produk,positive
1623,@afiatunatun8545,"Aneh aneh aja di suruh baikot, hp km aj yg buat rekam buat video buatan sekutu israel...",aneh aneh aja di suruh baikot hp km aj yg buat rekam buat video buatan sekutu israel,negative
1624,@A3305ZKM,Aqua kecap Bango emang dari Israel ?,aqua kecap bango emang dari israel,neutral
1626,@baronazkar1715,"Ad2 aja, km min.. Kalo mw buat konten itu yg masuk akal. Jangan di bikin x semua.. Yg penting iman kita kuat dan niat kita.. Allohuakbar. Takbir",ad aja km min kalo mw buat konten itu yg masuk akal jangan di bikin semua yg penting iman kita kuat dan niat kita allohuakbar takbir,negative
1627,@redmiempata-nh3hp,gak ngefek .. jangan munafikkk,gak ngefek jangan munafikkk,negative
1628,@ROGPhone7-ef8ew,Ijin mau tertawa... Ehhehehehheehehehehehhehehhe,ijin mau tertawa ehhehehehheehehehehehhehehhe,positive
1629,@user-xu3tx8qh3o,Produk Israel kok mana lemon,produk israel kok mana lemon,negative
1630,@defi8495,"Wahai mui n umat islam apakah semua suda memboikot produk israel n sekutu klo masi memakai produk israel n sekutuny sm aj mui n umat islam munafik semua buktikan klo mui n umat islam bukan kaum munafikun.....boikotlah produk israel n sekutunya silakan hapus wa,fb,ig,youtube,iphone,google map,hapus semua produk israel n sekutunya karena fatwamu haram hukumnya klo mui n umat islam masi memakainya jdilah anda kaum munafik semua fatwa mui haram hukumny........inga..inga...fatwa mui....buanglah produk israel n sekutunya klo masi dpakai munafik jdlah kaum munafik semuanya🤣🤣🤣🤣",wahai mui umat islam apakah semua suda memboikot produk israel sekutu klo masi memakai produk israel sekutuny sm aj mui umat islam munafik semua buktikan klo mui umat islam bukan kaum munafikunboikotlah produk israel sekutunya silakan hapus wafbigyoutubeiphonegoogle maphapus semua produk israel sekutunya karena fatwamu haram hukumnya klo mui umat islam masi memakainya jdilah anda kaum munafik semua fatwa mui haram hukumnyingaingafatwa muibuanglah produk israel sekutunya klo masi dpakai munafik jdlah kaum munafik semuanya,negative
1631,@didinsetyawan7068,Ayooo bersama sama...seluruh Indonesia....,ayooo bersama samaseluruh indonesia,neutral
1632,@saptoadi1780,"Jika ada kata2 ini adalah wujud dukungan,ketahuuilah,dukugan terbaik dan mudah adalah berdoa dan mendoakan .",jika ada kata ini adalah wujud dukunganketahuuilahdukugan terbaik dan mudah adalah berdoa dan mendoakan,neutral
1633,@saptoadi1780,Dgn aksi boikot tidak akan mengakhiri perang palestina dgn israel.,dgn aksi boikot tidak akan mengakhiri perang palestina dgn israel,negative
1634,@saptoadi1780,"😂dan akhirnya,aksi boikot dimanfaatkan oleh2 pihak yg berkepentingan untuk menciptakan trik marketing dgn bikin video² sperti ini untuk mencari keuntungan.😅",dan akhirnyaaksi boikot dimanfaatkan oleh pihak yg berkepentingan untuk menciptakan trik marketing dgn bikin video sperti ini untuk mencari keuntungan,negative
1635,@ferrylie8873,"Produk yg diboikot rata2 produksi di Indonesia, kl ga ada produksi lg ribuan keluarga akan kehilangan nafkah, apa ga dosa tuh, rugiin negara sendiri jg😢",produk yg diboikot rata produksi di indonesia kl ga ada produksi lg ribuan keluarga akan kehilangan nafkah apa ga dosa tuh rugiin negara sendiri jg,negative
1636,@asepridwan7218,Edit lagi videonya....ada X...harus ada Ceklis/tanda benar......biar penonton gak gagal faham,edit lagi videonyaada xharus ada ceklistanda benarbiar penonton gak gagal faham,neutral
1637,@endadsuryadi4304,tak akan beli produk punya penjajah penjahat tak prikemanusiaan dajjal anjing zionis israil,tak akan beli produk punya penjajah penjahat tak prikemanusiaan dajjal anjing zionis israil,negative
1638,@jocexx,Itu yang di X..yg suka saya makan😂😂,itu yang di xyg suka saya makan,positive
1639,@fredyfebrianto5219,"Kenapa br sekarang di boikot, ndak dari dulu2, terlambat...besok2 juga lupa, ntar beli juga, itu yg buat orang indonesia, di produksi di i donesia. Kasihan karywan nya, nanti di PHK lagi.",kenapa br sekarang di boikot ndak dari dulu terlambatbesok juga lupa ntar beli juga itu yg buat orang indonesia di produksi di donesia kasihan karywan nya nanti di phk lagi,negative
1640,@adefranzy85,"helllllleeehhhhh, dari dulu perang damai, perang damai lagi, kalau damai kalian makan minum juga produk mreka, skrg perang kalian smua koar koar, gak ada ngaruhnya, nanti uda damai pasti ramai lagi tu sturbuck MCd, hahahaa...",helllllleeehhhhh dari dulu perang damai perang damai lagi kalau damai kalian makan minum juga produk mreka skrg perang kalian smua koar koar gak ada ngaruhnya nanti uda damai pasti ramai lagi tu sturbuck mcd hahahaa,positive
1641,@abednego7913,enak aja suruh boikot...masih banyak yg mau make baik non islam bahkan islam yg netral masih mau make kok...agama kok dibela itu tuhan apa binatang harus dibela...😅😅😅😅,enak aja suruh boikotmasih banyak yg mau make baik non islam bahkan islam yg netral masih mau make kokagama kok dibela itu tuhan apa binatang harus dibela,negative
1642,@divaamelevia4557,"otak taruh di kepala,jngn di kaki.....",otak taruh di kepalajngn di kaki,negative
1643,@rifkyzuhri5812,Iya klo sdh pasti kebenarannya.. Kalo bukan artinya fitnah.. Ingat persaingan dagang saja kejam siapa yg diuntungkan dri moment ini..semoga kita lebih bijakmencari berita kawan.,iya klo sdh pasti kebenarannya kalo bukan artinya fitnah ingat persaingan dagang saja kejam siapa yg diuntungkan dri moment inisemoga kita lebih bijakmencari berita kawan,positive
1644,@drian010,Maksudya itu prodak israel atau barat blog..klo yg jelas2 prodak israel sy setuju biar ekonominya rusak .lah kalo prodak barat ga ngaruh😅,maksudya itu prodak israel atau barat blogklo yg jelas prodak israel sy setuju biar ekonominya rusak lah kalo prodak barat ga ngaruh,negative
1645,@chupacup1742,Wah produk orang terkayA di boikot,wah produk orang terkaya di boikot,negative
1646,@user-fk9io6jr7b,emg yakin itu semuah buatan israel ??,emg yakin itu semuah buatan israel,negative
1647,@khadafigamers5420,Gak jelas,gak jelas,negative
1648,@wawanbekelwawanbekel5267,1 kata modar,kata modar,negative
1649,@ujangmarhusen3148,Sip mantap setujuuu❤❤❤,sip mantap setujuuu,positive
1650,@parlintasnapolos7435,"Israel-palestina perang sampai kiamat, mending kita nikmatin hidup kita daripada harus ngurusin produk org lain dan cukup sisipkan doa dalam sholat mu untuk Palestina tanpa merugikan tukang dagang 😢karena doa lebih mujarab dari pada hanya berkoar koar di negara sendiri😅",israelpalestina perang sampai kiamat mending kita nikmatin hidup kita daripada harus ngurusin produk org lain dan cukup sisipkan doa dalam sholat mu untuk palestina tanpa merugikan tukang dagang karena doa lebih mujarab dari pada hanya berkoar koar di negara sendiri,positive
1651,@aldipluto,product lokal juga lebih baik dan murah sebagian kita dulu tidak pakai ya mungkin kita lebih berpikir harga yang mahal itu lebih baik kwalitasnya,product lokal juga lebih baik dan murah sebagian kita dulu tidak pakai ya mungkin kita lebih berpikir harga yang mahal itu lebih baik kwalitasnya,negative
1652,@aldipluto,product lokal juga lebih baik,product lokal juga lebih baik,positive
1653,@johanesmanurung805,Kacau hati2 sama penipuan boikot..😂😂😂,kacau hati sama penipuan boikot,negative
1654,@Tomme160,"Le mineral sama di danai yahudi, pakai Air biru ajah",le mineral sama di danai yahudi pakai air biru ajah,negative
1656,@toeanmoedageger7661,Tololnya ga ke kontrol,tololnya ga ke kontrol,negative
1657,@KANGGRAND,Saya bingung. Video sebelah Sariwangi boleh. Video ini Sariwangi gak boleh. Pusing lah jdinya. Kagak jelas mana yg bener. Tdinya saya mau ngikutin cara ginian. Tpi kagak jelas .,saya bingung video sebelah sariwangi boleh video ini sariwangi gak boleh pusing lah jdinya kagak jelas mana yg bener tdinya saya mau ngikutin cara ginian tpi kagak jelas,negative
1658,@kamalakhan2141,"Ok bos, siap laksanakan.",ok bos siap laksanakan,positive
1659,@agustomy4320,Emang aqua itu termasuk yaa? Aqua bukannya produk indo yaa yg punya juga bukannya orang indo.. emang aqua udh di beli danone yaa?,emang aqua itu termasuk yaa aqua bukannya produk indo yaa yg punya juga bukannya orang indo emang aqua udh di beli danone yaa,neutral
1660,@cacingnayoung1035,"Ayo cintai lah produk"" indonesia",ayo cintai lah produk indonesia,positive
1661,@ekosusanto6153,Enggak usah segitunya juga kalik..padahal produksi semua itu juga di dalam negri.. Kita doakan saja semoga konflik palestina -israil cepat terselesaikan..,enggak usah segitunya juga kalikpadahal produksi semua itu juga di dalam negri kita doakan saja semoga konflik palestina israil cepat terselesaikan,negative
1662,@dirman1092,Kocak memang warga Indonesia ini sebagian.boikot katanya coba itu di bagikan gratis pasti pada mau Nerima,kocak memang warga indonesia ini sebagianboikot katanya coba itu di bagikan gratis pasti pada mau nerima,negative
1663,@kintokopuro763,Boikot israel,boikot israel,negative
1664,@rasyalayana3007,Orang pengong boikot2 emang yg krj bukan orang indonesia sndiri dasar ga punya otak pengen penganguran di indonesia lebih banyak pikir tuh nyettttt,orang pengong boikot emang yg krj bukan orang indonesia sndiri dasar ga punya otak pengen penganguran di indonesia lebih banyak pikir tuh nyettttt,negative
1665,@trisbudianto23,Berlebihan tidak baik,berlebihan tidak baik,negative
1666,@sokk7671,Tugas negara juga jika di boikot ganti produk lain yg berkualitas jgan di jual lagi yg di boikot,tugas negara juga jika di boikot ganti produk lain yg berkualitas jgan di jual lagi yg di boikot,negative
1667,@MuhammadAkbar-ek3yz,Jangan main buka youtube jg kak kalo gitu,jangan main buka youtube jg kak kalo gitu,negative
1668,@saifulakhiyar8990,Ini bukan karena soal agama tetapi sudah mengarah penjajahan negara Palestina itu di jajah dengan orang orang kafir sedangkar yang di jajah jtu orang islam dan Kristen jadi kesimpulannya bukan soal perang agama jangan gampang ter papar dengan berita berita yang mengadu domba diri sendiri,ini bukan karena soal agama tetapi sudah mengarah penjajahan negara palestina itu di jajah dengan orang orang kafir sedangkar yang di jajah jtu orang islam dan kristen jadi kesimpulannya bukan soal perang agama jangan gampang ter papar dengan berita berita yang mengadu domba diri sendiri,negative
1669,@jackstone244,Kira2 nanti harganya turun gk ya... Hoho,kira nanti harganya turun gk ya hoho,neutral
1670,@yudiexa9yudiexa098,"Yang tangung jawab siapa kalau pabrik di indonesia ini di tutup,,, yang ganti rugi para pedagang siapa?,, yang tangung jawab kariawan pabrik kalau di phk semua siapa yang nyiapin ganti pekerjaan nya,,, pakek hati dong dan akal sehat mui kalau bgeni cara nya hancur hati umat yg rata2 miskin...kalau mengeluarkan fatwah yg bener jagn merugikan masyarakat dan negara dong,,,",yang tangung jawab siapa kalau pabrik di indonesia ini di tutup yang ganti rugi para pedagang siapa yang tangung jawab kariawan pabrik kalau di phk semua siapa yang nyiapin ganti pekerjaan nya pakek hati dong dan akal sehat mui kalau bgeni cara nya hancur hati umat yg rata miskinkalau mengeluarkan fatwah yg bener jagn merugikan masyarakat dan negara dong,negative
1671,@wkwkwkwkwkwk.,Kalo rasanya enak ya di beli lahh,kalo rasanya enak ya di beli lahh,positive
1672,@adeniadriana4809,Pabrik nya tutup ancur kan semua. Biar mampus israel biar tau rasa gak laku produk dari israel biadab,pabrik nya tutup ancur kan semua biar mampus israel biar tau rasa gak laku produk dari israel biadab,negative
1673,@sanchezbiankhuruhara,"MUI isie wong gemblung² sumbu pendek,asal mangap gak dipikir disek",mui isie wong gemblung sumbu pendekasal mangap gak dipikir disek,negative
1674,@ellanovianti3982,Kalian boikot barang2 kek gtu untungnya apa cobak? Bener itu barang Israel tapi kan pabriknya di Indonesia dan pekerja nya juga orang Indonesia teman2 kalian juga dan agama karyawan mereka juga pasti banyak yg Islam kek kalian ... Bentuk tindakan kalian malah menyusahkan sesama kalian saja.. kalau niat nolong tuh kirim uang atau barang ke Palestina bukan boikot kek gtu kasihan yg kerja dan kasihan keluarga mereka klo kena pengurangan pekerja ... Dasar otak udang kalian,kalian boikot barang kek gtu untungnya apa cobak bener itu barang israel tapi kan pabriknya di indonesia dan pekerja nya juga orang indonesia teman kalian juga dan agama karyawan mereka juga pasti banyak yg islam kek kalian bentuk tindakan kalian malah menyusahkan sesama kalian saja kalau niat nolong tuh kirim uang atau barang ke palestina bukan boikot kek gtu kasihan yg kerja dan kasihan keluarga mereka klo kena pengurangan pekerja dasar otak udang kalian,negative
1675,@dorothydo1742,"Produk un*l3v3r yah, 1 lgi ice cream w@lls 😊",produk unl yah lgi ice cream,neutral
1676,@faridcahyo4190,"Fitnah dan pembodohan sdh merajah lelah apakah keadilan trs klh kita hrs tau sbagian produk memamng dr israil tp pembuatanya byk yg dri indonesia setidaknya bahan"" dr indonesia . .",fitnah dan pembodohan sdh merajah lelah apakah keadilan trs klh kita hrs tau sbagian produk memamng dr israil tp pembuatanya byk yg dri indonesia setidaknya bahan dr indonesia,negative
1677,@iskandarmuhammad6249,"Android, iphone, windows (komputer), msoffice (komputer) di boikot jg ga?",android iphone windows komputer msoffice komputer di boikot jg ga,negative
1678,@Keepsmile7716channel,Izin share saudara 🙏,izin share saudara,positive
1679,@user-ue8ov7vw5l,Siapa yg cinta Palestina like ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,siapa yg cinta palestina like,positive
1680,@semangkasemangka5037,Babi lo anjing nye arab,babi lo anjing nye arab,negative
1681,@jefriwanda7416,Apa iya Aqua produk Israel. Perasaan dari Sumatra Utara,apa iya aqua produk israel perasaan dari sumatra utara,negative
1682,@Jolosutro-KP,Anda bela saudara yg di palestina dg boikot.. Di saat yg sama anda menghancurkan saudara anda sebangsa Indonesia yg menggantungkan rejeki mrk di perusahaan affiliate israel... Resiko puluhan ribu yg di PHK... Imbang gak kira².... Menurut sy Bantu Doakan sj saudara kita di palestina.. Yg melangkah nyata biar pemerintah sj dg mengirim bantuan kemanusiaan.. Atau kirim tentara dan amunisi utk serang israel,anda bela saudara yg di palestina dg boikot di saat yg sama anda menghancurkan saudara anda sebangsa indonesia yg menggantungkan rejeki mrk di perusahaan affiliate israel resiko puluhan ribu yg di phk imbang gak kira menurut sy bantu doakan sj saudara kita di palestina yg melangkah nyata biar pemerintah sj dg mengirim bantuan kemanusiaan atau kirim tentara dan amunisi utk serang israel,negative
1683,@sandirotama9829,"Kau boikot,,makin banyak pengangguran di indonesia",kau boikotmakin banyak pengangguran di indonesia,negative
1684,@skar_ais_official,Kecap Abc juga deh,kecap abc juga deh,positive
1685,@arbelsukulangka,Boikot youtube😂 berani kagak,boikot youtube berani kagak,negative
1686,@henja6831,"Youtube ,FB,Google,kenapa gak sekalian?produk pendukung israel,ni make youtube pula..😅😅.",youtube fbgooglekenapa gak sekalianproduk pendukung israelni make youtube pula,neutral
1687,@fansdonghua,Saya udah berhenti minum teh sariwangi.. Minum kopi,saya udah berhenti minum teh sariwangi minum kopi,neutral
1688,@ivansoedira8566,info sesat......picik lihat brur yg kerja orang2 indonesia dgn hasil pertanian dan perkebunan dari bumi indonesia... pekerjanya mungkin saudara kita sendiri....,info sesatpicik lihat brur yg kerja orang indonesia dgn hasil pertanian dan perkebunan dari bumi indonesia pekerjanya mungkin saudara kita sendiri,negative
1689,@muslim_itu_tolol_sekali,BAGUS TRUSLAH BEGITU BIAR EKONOMI HANCUR DULUAN DARIPADA PALESTINA ..... KARENA PRODUK PRODUK YANG KALIAN TUDUH MENDUKUNG ISRAEL ITU DIBUAT OLEH KERINGAT KERINGAT BURUH MUSLIM INDONESIA DAN BANYAK ORANG MUSLIM INDONESIA YANG BERGANTUNG DARI PENJUALAN PRODUK PRODUK TERSEBUT ..... LALU TAK ADA BUKTI BAHWA PRODUK YANG DIBELI AKAN MEMBELI AMUNISI BUAT ISRAEL !!!! EMANG KALAU BEGO ITU PASTI MUSLIM INDON !!!!!!!!,bagus truslah begitu biar ekonomi hancur duluan daripada palestina karena produk produk yang kalian tuduh mendukung israel itu dibuat oleh keringat keringat buruh muslim indonesia dan banyak orang muslim indonesia yang bergantung dari penjualan produk produk tersebut lalu tak ada bukti bahwa produk yang dibeli akan membeli amunisi buat israel emang kalau bego itu pasti muslim indon,negative
